Variable,Categoría,Comuna,Valor
¿Cuál es el nivel educativo más alto alcanzado?,Media academica o clasica,Comuna 09,8579
¿Cuál es el nivel educativo más alto alcanzado?,Media tecnica,Comuna 09,296
¿Cuál es el nivel educativo más alto alcanzado?,Ninguno,Comuna 09,784
¿Cuál es el nivel educativo más alto alcanzado?,No informa,Comuna 09,347
¿Cuál es el nivel educativo más alto alcanzado?,Normalista,Comuna 09,118
¿Cuál es el nivel educativo más alto alcanzado?,Preescolar,Comuna 09,531
¿Cuál es el nivel educativo más alto alcanzado?,Técnica profesional o Tecnológica,Comuna 09,3589
¿Cuál es el nivel educativo más alto alcanzado?,Universitario,Comuna 09,3718
Parentesco con el jefe del hogar,"Hijo(a), Hijastro(a)",Comuna 09,11277
Parentesco con el jefe del hogar,Jefe(a) del hogar,Comuna 09,11108
Parentesco con el jefe del hogar,Otros NO parientes,Comuna 09,608
Parentesco con el jefe del hogar,Otros Parientes,Comuna 09,5390
Parentesco con el jefe del hogar,"Pareja (Conyuge, compañero(a), esposo(a))",Comuna 09,5607
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a la entidad de seguridad social en salud de la cual es filiado(a)?,Comuna 09,3756
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a otro médico de un grupo étnico? (curandero, yerbatero, etc.)",Comuna 09,0
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un boticario, farmacéuta, droguista?",Comuna 09,84
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un médico particular? (general, especialista, odontólogo, terapeuta u otro)",Comuna 09,191
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a una autoridad indígena espiritual?,Comuna 09,2
"Para tratar ese problema de salud, ¿qué hizo principalmente","Asistió a terapias alternativas? (acupuntura, esencias florales, musicoterapias, homeópata, etc.)",Comuna 09,2
"Para tratar ese problema de salud, ¿qué hizo principalmente",No Informa,Comuna 09,0
"Para tratar ese problema de salud, ¿qué hizo principalmente",No hizo nada,Comuna 09,154
"Para tratar ese problema de salud, ¿qué hizo principalmente",Se autorrecetó,Comuna 09,142
"Para tratar ese problema de salud, ¿qué hizo principalmente",Usó remedios caseros?,Comuna 09,282
¿Cual es el sexo de...?,Hombre,Comuna 09,15783
¿Cual es el sexo de...?,Mujer,Comuna 09,18207
¿Actividad durante la semana pasada . . . :?,Busco trabajo?,Comuna 09,1507
¿Actividad durante la semana pasada . . . :?,Estudió?,Comuna 09,5050
¿Actividad durante la semana pasada . . . :?,Estuvo en otra situación?,Comuna 09,1788
¿Actividad durante la semana pasada . . . :?,Está incapacitado(a) permanentemente para trabajar?,Comuna 09,372
¿Actividad durante la semana pasada . . . :?,No Informa,Comuna 09,350
¿Actividad durante la semana pasada . . . :?,"No trabajó, pero tenía un empleo, trabajo o negocio por el que recibe ingresos?",Comuna 09,508
¿Actividad durante la semana pasada . . . :?,Realizó oficios del hogar?,Comuna 09,5470
¿Actividad durante la semana pasada . . . :?,Trabajó o ayudó en un negocio por lo menos una hora sin que le pagaran?,Comuna 09,74
¿Actividad durante la semana pasada . . . :?,Trabajó por lo menos una hora en una actividad que le generó algún ingreso?,Comuna 09,13237
¿Actividad durante la semana pasada . . . :?,"Vivió de jubilación, pensión o renta?",Comuna 09,2129
Uso de la Unidad (Espacio independiente y separado),Lugar Especial de Alojamiento - LEA,Comuna 09,0
Uso de la Unidad (Espacio independiente y separado),Mixto (Espacio independiente y separado que combina vivienda con otro uso no residencial),Comuna 09,774
Uso de la Unidad (Espacio independiente y separado),Vivienda,Comuna 09,33216
Estrato de esta vivienda,Estrato 1,Comuna 09,3957
Estrato de esta vivienda,Estrato 2,Comuna 09,12021
Estrato de esta vivienda,Estrato 3,Comuna 09,17476
Estrato de esta vivienda,Estrato 4,Comuna 09,57
Estrato de esta vivienda,Estrato 5,Comuna 09,35
Estrato de esta vivienda,Estrato 6,Comuna 09,158
Estrato de esta vivienda,No sabe el estrato,Comuna 09,31
Estrato de esta vivienda,Sin estrato,Comuna 09,44
La vivienda cuenta con servicio de Energía Eléctrica,No,Comuna 09,211
La vivienda cuenta con servicio de Energía Eléctrica,Si,Comuna 09,33779
La vivienda cuenta con servicios de Acueducto?,No,Comuna 09,727
La vivienda cuenta con servicios de Acueducto?,Si,Comuna 09,33263
La vivienda cuenta con servicio de Alcantarillado?,No,Comuna 09,1194
La vivienda cuenta con servicio de Alcantarillado?,Si,Comuna 09,32796
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No,Comuna 09,4517
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No informa,Comuna 09,101
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,Si,Comuna 09,29372
¿Cuántas veces por semana?,1 vez,Comuna 09,195
¿Cuántas veces por semana?,2 veces,Comuna 09,31213
¿Cuántas veces por semana?,3 veces,Comuna 09,1516
¿Cuántas veces por semana?,4 veces,Comuna 09,31
¿Cuántas veces por semana?,5 veces,Comuna 09,32
¿Cuántas veces por semana?,6 veces,Comuna 09,0
¿Cuántas veces por semana?,7 veces,Comuna 09,15
¿Cuántas veces por semana?,Mayor periodicidad,Comuna 09,0
¿Cuántas veces por semana?,No sabe,Comuna 09,19
La vivienda cuenta con servicio de Recolección de basuras?,No,Comuna 09,969
La vivienda cuenta con servicio de Recolección de basuras?,Si,Comuna 09,33021
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No,Comuna 09,10399
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No informa,Comuna 09,114
La vivienda cuenta con servicio de internet (Fijo o Movil)?,Si,Comuna 09,23477
Condición de ocupación de la Vivienda,Ocupada con personas presentes,Comuna 09,33990
Material predominante de las paredes exteriores de la vivienda,"Bloque, ladrillo, piedra, madera pulida",Comuna 09,31262
Material predominante de las paredes exteriores de la vivienda,"Caña, esterilla, otros vegetales",Comuna 09,337
Material predominante de las paredes exteriores de la vivienda,Concreto vaciado,Comuna 09,531
Material predominante de las paredes exteriores de la vivienda,Guadua,Comuna 09,10
Material predominante de las paredes exteriores de la vivienda,"Madera burda, tabla, tablon",Comuna 09,606
Material predominante de las paredes exteriores de la vivienda,Material prefabricado,Comuna 09,260
Material predominante de las paredes exteriores de la vivienda,"Materiales de deshecho (Zinc, tela, carton, latas, plásticos, otros)",Comuna 09,59
Material predominante de las paredes exteriores de la vivienda,No tiene paredes,Comuna 09,0
Material predominante de las paredes exteriores de la vivienda,"Tapia pisada, bahareque, adobe",Comuna 09,925
Material predominante de los pisos de esta vivienda,"Baldosa, vinilo, tableta, ladrillo, laminado",Comuna 09,27598
Material predominante de los pisos de esta vivienda,"Cemento, gravilla",Comuna 09,2770
Material predominante de los pisos de esta vivienda,"Madera burda, tabla, tablon, otro vegetal",Comuna 09,1941
Material predominante de los pisos de esta vivienda,"Marmol, parque, madera pulida y lacada",Comuna 09,1216
Material predominante de los pisos de esta vivienda,"Tierra, arena, barro",Comuna 09,385
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Esta vivienda No tiene servicio sanitario?,Comuna 09,207
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro con descarga directa a fuentes de agua (bajamar)?,Comuna 09,98
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado a pozo séptico?,Comuna 09,863
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado al alcantarillado?,Comuna 09,32608
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro sin conexión?,Comuna 09,69
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Letrina?,Comuna 09,49
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,No informa,Comuna 09,96
Tipo vivienda,Apartamento,Comuna 09,17965
Tipo vivienda,Casa,Comuna 09,15587
Tipo vivienda,"Otro (Contenedor, carpa, embarcación, vagon, cueva, refugio natural, etc",Comuna 09,1
Tipo vivienda,Tipo cuarto,Comuna 09,361
Tipo vivienda,Vivienda tradicional Indígena,Comuna 09,74
Tipo vivienda,"Vivienda tradicional Étnica (Afrocolombiana, Isleña, Rrom)",Comuna 09,2
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",No,Comuna 10,40009
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",Sí,Comuna 10,3210
Fuente para preparar los alimentos,Acueducto público?,Comuna 10,41125
Fuente para preparar los alimentos,Acueducto veredal?,Comuna 10,228
Fuente para preparar los alimentos,Agua embotellada o en bolsa?,Comuna 10,41
Fuente para preparar los alimentos,Agua lluvia?,Comuna 10,228
Fuente para preparar los alimentos,Aguatero?,Comuna 10,14
Fuente para preparar los alimentos,Carrotanque?,Comuna 10,7
Fuente para preparar los alimentos,No informa,Comuna 10,152
Fuente para preparar los alimentos,Pila pública?,Comuna 10,18
Fuente para preparar los alimentos,Pozo con bomba?,Comuna 10,138
Fuente para preparar los alimentos,"Pozo sin bomba, aljibe, jaguey o barreno?",Comuna 10,88
Fuente para preparar los alimentos,Red de distribución comunitaria?,Comuna 10,424
Fuente para preparar los alimentos,"RÍo, quebrada, manantial, nacimiento?",Comuna 10,528
Lugar donde preparan los alimentos,En un cuarto usado solo para cocinar?,Comuna 10,40611
Lugar donde preparan los alimentos,En un cuarto usado también para dormir?,Comuna 10,460
Lugar donde preparan los alimentos,"En un patio, corredor, enramada o al aire libre?",Comuna 10,248
Lugar donde preparan los alimentos,En una sala-comedor con lavaplatos?,Comuna 10,1496
Lugar donde preparan los alimentos,En una sala-comedor sin lavaplatos?,Comuna 10,116
Lugar donde preparan los alimentos,No informa,Comuna 10,60
Lugar donde preparan los alimentos,No preparan alimentos en la vivienda?,Comuna 10,228
¿En general considera que la calidad de la prestación del servicio de salud reci,Bueno,Comuna 10,2702
¿En general considera que la calidad de la prestación del servicio de salud reci,Malo,Comuna 10,586
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy Malo,Comuna 10,205
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy bueno,Comuna 10,910
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No,Comuna 10,30907
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No informa,Comuna 10,377
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",Sí,Comuna 10,9786
Ha tenido algún hijo(a) nacido vivo(a),No,Comuna 10,7168
Ha tenido algún hijo(a) nacido vivo(a),No informa,Comuna 10,311
Ha tenido algún hijo(a) nacido vivo(a),Sí,Comuna 10,13436
¿Lo atendieron?,No,Comuna 10,118
¿Lo atendieron?,No informa,Comuna 10,0
¿Lo atendieron?,Sí,Comuna 10,4403
¿Donde nacio?,En este mpio,Comuna 10,27952
¿Donde nacio?,En otro mpio Colombiano,Comuna 10,14480
¿Donde nacio?,En otro país,Comuna 10,432
¿Donde nacio?,No Informa,Comuna 10,355
¿En donde vivía hace 12 meses ?,En este mpio,Comuna 10,41538
¿En donde vivía hace 12 meses ?,En otro mpio colombiano,Comuna 10,686
¿En donde vivía hace 12 meses ?,En otro país,Comuna 10,246
¿En donde vivía hace 12 meses ?,No Informa,Comuna 10,361
¿En donde vivía hace 12 meses ?,No había nacido,Comuna 10,388
¿En donde vivía hace 5 años ?,En este mpio,Comuna 10,37783
¿En donde vivía hace 5 años ?,En otro mpio Colombiano,Comuna 10,2448
¿En donde vivía hace 5 años ?,En otro país,Comuna 10,483
¿En donde vivía hace 5 años ?,No Informa,Comuna 10,471
¿En donde vivía hace 5 años ?,No había nacido,Comuna 10,2034
¿Sabe leer y escribir?,No,Comuna 10,1548
¿Sabe leer y escribir?,No informa,Comuna 10,373
¿Sabe leer y escribir?,Sí,Comuna 10,39149
¿Cuantos años cumplidos tiene?,de 00 A 04 Años,Comuna 10,2149
¿Cuantos años cumplidos tiene?,de 05 A 09 Años,Comuna 10,2347
¿Cuantos años cumplidos tiene?,de 10 A 14 Años,Comuna 10,2750
¿Cuantos años cumplidos tiene?,de 100 y más Años,Comuna 10,7
¿Cuantos años cumplidos tiene?,de 15 A 19 Años,Comuna 10,3162
¿Cuantos años cumplidos tiene?,de 20 A 24 Años,Comuna 10,3820
¿Cuantos años cumplidos tiene?,de 25 A 29 Años,Comuna 10,3611
¿Cuantos años cumplidos tiene?,de 30 A 34 Años,Comuna 10,3274
¿Cuantos años cumplidos tiene?,de 35 A 39 Años,Comuna 10,3074
¿Cuantos años cumplidos tiene?,de 40 A 44 Años,Comuna 10,2611
¿Cuantos años cumplidos tiene?,de 45 A 49 Años,Comuna 10,2822
¿Cuantos años cumplidos tiene?,de 50 A 54 Años,Comuna 10,3025
¿Cuantos años cumplidos tiene?,de 55 A 59 Años,Comuna 10,2891
¿Cuantos años cumplidos tiene?,de 60 A 64 Años,Comuna 10,2424
¿Cuantos años cumplidos tiene?,de 65 A 69 Años,Comuna 10,1810
¿Cuantos años cumplidos tiene?,de 70 A 74 Años,Comuna 10,1387
¿Cuantos años cumplidos tiene?,de 75 A 79 Años,Comuna 10,892
¿Cuantos años cumplidos tiene?,de 80 A 84 Años,Comuna 10,650
¿Cuantos años cumplidos tiene?,de 85 A 89 Años,Comuna 10,338
¿Cuantos años cumplidos tiene?,de 90 A 94 Años,Comuna 10,155
¿Cuantos años cumplidos tiene?,de 95 A 99 Años,Comuna 10,20
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No,Comuna 10,37362
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No informa,Comuna 10,349
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",Sí,Comuna 10,5508
"Actualmente, ¿Su estado civil es?",Casado(a)?,Comuna 10,9110
"Actualmente, ¿Su estado civil es?",Divorciado(a)?,Comuna 10,479
"Actualmente, ¿Su estado civil es?",No Informa,Comuna 10,336
"Actualmente, ¿Su estado civil es?",Separado(a) de matrimonio?,Comuna 10,1409
"Actualmente, ¿Su estado civil es?",Separado(a) de unión libre?,Comuna 10,1570
"Actualmente, ¿Su estado civil es?","Soltero(a)?(Nunca se ha casado, ni ha vivido en unión libre)",Comuna 10,16057
"Actualmente, ¿Su estado civil es?",Unión libre?,Comuna 10,7657
"Actualmente, ¿Su estado civil es?",Viudo(a)?,Comuna 10,2105
¿Cuál es el nivel educativo más alto alcanzado?,Básica primaria,Comuna 10,10566
¿Cuál es el nivel educativo más alto alcanzado?,Básica secundaria,Comuna 10,6638
Material predominante de los pisos de esta vivienda,Alfombra,Comuna 10,62
¿Cuál es el nivel educativo más alto alcanzado?,"Especialización, maestría, doctorado",Comuna 10,980
¿Cuál es el nivel educativo más alto alcanzado?,Media academica o clasica,Comuna 10,10466
¿Cuál es el nivel educativo más alto alcanzado?,Media tecnica,Comuna 10,682
¿Cuál es el nivel educativo más alto alcanzado?,Ninguno,Comuna 10,1002
¿Cuál es el nivel educativo más alto alcanzado?,No informa,Comuna 10,475
¿Cuál es el nivel educativo más alto alcanzado?,Normalista,Comuna 10,133
¿Cuál es el nivel educativo más alto alcanzado?,Preescolar,Comuna 10,745
¿Cuál es el nivel educativo más alto alcanzado?,Técnica profesional o Tecnológica,Comuna 10,4505
¿Cuál es el nivel educativo más alto alcanzado?,Universitario,Comuna 10,4878
Parentesco con el jefe del hogar,"Hijo(a), Hijastro(a)",Comuna 10,14451
Parentesco con el jefe del hogar,Jefe(a) del hogar,Comuna 10,14760
Parentesco con el jefe del hogar,Otros NO parientes,Comuna 10,569
Parentesco con el jefe del hogar,Otros Parientes,Comuna 10,6120
Parentesco con el jefe del hogar,"Pareja (Conyuge, compañero(a), esposo(a))",Comuna 10,7319
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a la entidad de seguridad social en salud de la cual es filiado(a)?,Comuna 10,4521
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a otro médico de un grupo étnico? (curandero, yerbatero, etc.)",Comuna 10,5
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un boticario, farmacéuta, droguista?",Comuna 10,98
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un médico particular? (general, especialista, odontólogo, terapeuta u otro)",Comuna 10,249
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a una autoridad indígena espiritual?,Comuna 10,1
"Para tratar ese problema de salud, ¿qué hizo principalmente","Asistió a terapias alternativas? (acupuntura, esencias florales, musicoterapias, homeópata, etc.)",Comuna 10,6
"Para tratar ese problema de salud, ¿qué hizo principalmente",No Informa,Comuna 10,0
"Para tratar ese problema de salud, ¿qué hizo principalmente",No hizo nada,Comuna 10,98
"Para tratar ese problema de salud, ¿qué hizo principalmente",Se autorrecetó,Comuna 10,161
"Para tratar ese problema de salud, ¿qué hizo principalmente",Usó remedios caseros?,Comuna 10,369
¿Cual es el sexo de...?,Hombre,Comuna 10,20118
¿Cual es el sexo de...?,Mujer,Comuna 10,23101
¿Actividad durante la semana pasada . . . :?,Busco trabajo?,Comuna 10,2115
